address,id_mrigo,mrigo
"Новосибирская область, 630005, г Новосибирск, ул Семьи Шамшиных, д. 80, 82.929664, 55.044361",23.0,Новосибирск
"Новосибирская область, 630005, г Новосибирск, ул Семьи Шамшиных, д. 80, 82.929664, 55.044361",23.0,Новосибирск
"Новосибирская область, 632780, с Савкино, р-н Баганский, 77.904174, 53.903133",4.0,Баганский
"Новосибирская область, 632732, г Купино, р-н Купинский, ул Энергетиков, д. 1а, 77.262283, 54.364367",19.0,Купинский
"Новосибирская область, 633231, с Тальменка, р-н Искитимский, ул Советская, д. 50, 83.272012, 54.710682",10.0,Искитимский
"Новосибирская область, 630120, г Новосибирск, ул Титова, д. 198, 82.829152, 54.98058",23.0,Новосибирск
"Новосибирская область, 632551, г Чулым, р-н Чулымский, ул Мельничная, д. 112, 80.928919, 55.089418",37.0,Чулымский
"Новосибирская область, 630007, г Новосибирск, ул Коммунистическая, д. 6, этаж 9, 82.913593, 55.022479",23.0,Новосибирск
"Новосибирская область, 630078, г Новосибирск, пр-кт Карла Маркса, д. 20, корп. 1, кв. 93, 82.906335, 54.987746",23.0,Новосибирск
"Новосибирская область, 630078, г Новосибирск, пр-кт Карла Маркса, д. 20, корп. 1, кв. 93, 82.906335, 54.987746",23.0,Новосибирск
"Новосибирская область, 630133, г Новосибирск, ул Лазурная, д. 22/1, 83.016235, 55.032939",23.0,Новосибирск
"Новосибирская область, 630048, г Новосибирск, пл Карла Маркса, д. 7, 13 этаж, 82.897882, 54.980394",23.0,Новосибирск
"Новосибирская область, 630048, г Новосибирск, пл Карла Маркса, д. 7, 13 этаж, 82.897882, 54.980394",23.0,Новосибирск
"Новосибирская область, 630048, г Новосибирск, пл Карла Маркса, д. 7, 13 этаж, 82.897882, 54.980394",23.0,Новосибирск
"Новосибирская область, 630048, г Новосибирск, пл Карла Маркса, д. 7, 13 этаж, 82.897882, 54.980394",23.0,Новосибирск
"Новосибирская область, 630048, г Новосибирск, ул Покрышкина, д. 1, офис 3, 82.8941, 54.979697",23.0,Новосибирск
"Новосибирская область, 630048, г Новосибирск, ул Покрышкина, д. 1, офис 3, 82.8941, 54.979697",23.0,Новосибирск
"Новосибирская область, 630048, г Новосибирск, ул Покрышкина, д. 1, офис 3, 82.8941, 54.979697",23.0,Новосибирск
"Новосибирская область, 630082, г Новосибирск, ул Дмитрия Донского, д. 30/2, 82.89516, 55.063266",23.0,Новосибирск
"Новосибирская область, 630047, г Новосибирск, ул Залесского, д. 6, корп.10, 82.934982, 55.07168",23.0,Новосибирск
"Новосибирская область, 630123, г Новосибирск, ул Лебедевского, д. 1а, 82.92617, 55.08308",23.0,Новосибирск
"Новосибирская область, 630123, г Новосибирск, ул Лебедевского, д. 1а, 82.92617, 55.08308",23.0,Новосибирск
"Новосибирская область, 630123, г Новосибирск, ул Лебедевского, д. 1а, 82.92617, 55.08308",23.0,Новосибирск
"Новосибирская область, 630123, г Новосибирск, ул Лебедевского, д. 1а, 82.92617, 55.08308",23.0,Новосибирск
"Новосибирская область, г Новосибирск, ул. Моздерина, 5, корп. 2, 82.92043, 55.030199",23.0,Новосибирск
"Новосибирская область, 630123, г Новосибирск, ул Лебедевского, д. 1а, 82.92617, 55.08308",23.0,Новосибирск
"Новосибирская область, 632331, г Барабинск, ул Ленина, д. 113, 78.360141, 55.359328",2.0,Барабинский
"Новосибирская область, 632331, г Барабинск, ул Ленина, д. 113, 78.360141, 55.359328",2.0,Барабинский
"Новосибирская область, 632331, г Барабинск, ул Ленина, д. 113, 78.360141, 55.359328",2.0,Барабинский
"Новосибирская область, 630001, г Новосибирск, ул 1-я Ельцовка, д. 1, 82.875918, 55.045387",23.0,Новосибирск
"Новосибирская область, 630001, г Новосибирск, ул 1-я Ельцовка, д. 1, 82.875918, 55.045387",23.0,Новосибирск
"Новосибирская область, 630001, г Новосибирск, ул 1-я Ельцовка, д. 1, 82.875918, 55.045387",23.0,Новосибирск
"Новосибирская область, 630001, г Новосибирск, ул 1-я Ельцовка, д. 1, 82.875918, 55.045387",23.0,Новосибирск
"Новосибирская область, г Новосибирск, проезд Северный, д. 3, 82.918139, 54.947936",23.0,Новосибирск
"Новосибирская область, 630102, г Новосибирск, ул Кирова, д. 3Б, 82.938764, 55.024074",23.0,Новосибирск
"Новосибирская область, 630102, г Новосибирск, ул Кирова, д. 3Б, 82.938764, 55.024074",23.0,Новосибирск
"Новосибирская область, 630102, г Новосибирск, ул Кирова, д. 3Б, 82.938764, 55.024074",23.0,Новосибирск
"Новосибирская область, 630075, г Новосибирск, ул Богдана Хмельницкого, д. 11, 82.939115, 55.068468",23.0,Новосибирск
"Новосибирская область, 632336, г Барабинск, р-н Барабинский, пер Гутова, д. Дом  16, 78.374846, 55.351723",2.0,Барабинский
"Новосибирская область, 633204, г Искитим, мкр Подгорный, д. 5, корп. 107, 83.28829, 54.630769",11.0,Искитим
"Новосибирская область, 633204, г Искитим, мкр Подгорный, д. 5, корп. 107, 83.28829, 54.630769",11.0,Искитим
"Новосибирская область, 630083, г Новосибирск, ул Ульяновская, д. 1, 82.973834, 54.995054",23.0,Новосибирск
"Новосибирская область, 633161, д Большой Оеш, р-н Колыванский, д. 32, офис А, ул.Озерная, 82.72015, 55.29209",14.0,Колыванский
"Новосибирская область, 630005, г Новосибирск, ул Каменская, д. 49, 82.923178, 55.04498",23.0,Новосибирск
"Новосибирская область, 630007, г Новосибирск, ул Фабричная, д. 35А, ул. Чехова, 276, 82.912003, 55.0198",23.0,Новосибирск
"Новосибирская область, 630007, г Новосибирск, ул Фабричная, д. 35А, ул. Чехова, 276, 82.912003, 55.0198",23.0,Новосибирск
"Новосибирская область, 630007, г Новосибирск, ул Фабричная, д. 35А, ул. Чехова, 276, 82.912003, 55.0198",23.0,Новосибирск
"Новосибирская область, 630007, г Новосибирск, ул Фабричная, д. 35А, ул. Чехова, 276, 82.912003, 55.0198",23.0,Новосибирск
"Новосибирская область, 630007, г Новосибирск, ул Фабричная, д. 35А, ул. Чехова, 276, 82.912003, 55.0198",23.0,Новосибирск
"Новосибирская область, 630007, г Новосибирск, ул Фабричная, д. 35А, ул. Чехова, 276, 82.912003, 55.0198",23.0,Новосибирск
"Новосибирская область, 630007, г Новосибирск, ул Фабричная, д. 35А, ул. Чехова, 276, 82.912003, 55.0198",23.0,Новосибирск
"Новосибирская область, 630007, г Новосибирск, ул Фабричная, д. 35А, ул. Чехова, 276, 82.912003, 55.0198",23.0,Новосибирск
"Новосибирская область, 630005, г Новосибирск, ул Фрунзе, д. 88, офис 507, 82.933509, 55.037381",23.0,Новосибирск
"Новосибирская область, 633209, г Искитим, ул Пушкина, д. 40, 83.303714, 54.638981",11.0,Искитим
"Новосибирская область, 630108, г Новосибирск, пл Труда, д. 1, офис 106, 82.868246, 54.9954",23.0,Новосибирск
"Новосибирская область, 630090, г Новосибирск, ш Бердское, д. 510, 83.075236, 54.856486",23.0,Новосибирск
"Новосибирская область, 630090, г Новосибирск, ш Бердское, д. 510, 83.075236, 54.856486",23.0,Новосибирск
"Новосибирская область, 630090, г Новосибирск, ш Бердское, д. 510, 83.075236, 54.856486",23.0,Новосибирск
"Новосибирская область, 630090, г Новосибирск, ш Бердское, д. 510, 83.075236, 54.856486",23.0,Новосибирск
"Новосибирская область, 630090, г Новосибирск, ш Бердское, д. 510, 83.075236, 54.856486",23.0,Новосибирск
"Новосибирская область, 630091, г Новосибирск, ул Державина, д. 28, 82.927742, 55.03897",23.0,Новосибирск
"Новосибирская область, 630091, г Новосибирск, ул Державина, д. 28, 82.927742, 55.03897",23.0,Новосибирск
"Новосибирская область, 630027, г Новосибирск, ул Дунаевского, д. 27, 82.978982, 55.106397",23.0,Новосибирск
"Новосибирская область, 630091, г Новосибирск, ул Каменская, д. 82, 82.925649, 55.041988",23.0,Новосибирск
"Новосибирская область, 630091, г Новосибирск, ул Каменская, д. 82, 82.925649, 55.041988",23.0,Новосибирск
"Новосибирская область, 630090, г Новосибирск, ул Инженерная, д. 26, 83.110711, 54.854626",23.0,Новосибирск
"Новосибирская область, 633161, рп Колывань, р-н Колыванский, д. 1, ул.Гранитная, 82.764581, 55.361329",14.0,Колыванский
"Новосибирская область, 633161, рп Колывань, р-н Колыванский, д. 1, ул.Гранитная, 82.764581, 55.361329",14.0,Колыванский
"Новосибирская область, 633161, рп Колывань, р-н Колыванский, д. 1, ул.Гранитная, 82.764581, 55.361329",14.0,Колыванский
"Новосибирская область, 633204, г Искитим, ул Украинская, д. 55, 83.289538, 54.617634",11.0,Искитим
"Новосибирская область, 633204, г Искитим, ул Украинская, д. 55, 83.289538, 54.617634",11.0,Искитим
"Новосибирская область, 633204, г Искитим, ул Украинская, д. 55, 83.289538, 54.617634",11.0,Искитим
"Новосибирская область, 633204, г Искитим, ул Украинская, д. 55, 83.289538, 54.617634",11.0,Искитим
"Новосибирская область, 633204, г Искитим, ул Украинская, д. 55, 83.289538, 54.617634",11.0,Искитим
"Новосибирская область, 633204, г Искитим, ул Украинская, д. 55, 83.289538, 54.617634",11.0,Искитим
"Новосибирская область, 633204, г Искитим, ул Украинская, д. 55, 83.289538, 54.617634",11.0,Искитим
"Новосибирская область, 630009, г Новосибирск, ул Обская, д. 50/2, этаж 1, 82.949598, 55.001153",23.0,Новосибирск
"Новосибирская область, 633244, с Быстровка, р-н Искитимский, ул Советская, д. 19, 82.578225, 54.536303",10.0,Искитимский
"Новосибирская область, 633222, с Легостаево, р-н Искитимский, ул Партизанская, д. 7, 83.818969, 54.640737",10.0,Искитимский
"Новосибирская область, 630024, г Новосибирск, ул Мира, д. 63, 82.925469, 54.963564",23.0,Новосибирск
"Новосибирская область, 630005, г Новосибирск, ул Фрунзе, д. 96, ул. Зыряновская, д. 55, 82.940345, 55.038821",23.0,Новосибирск
"Новосибирская область, 630105, г Новосибирск, ул Рельсовая, д. 5/1, 82.92272, 55.055274",23.0,Новосибирск
"Новосибирская область, 630105, г Новосибирск, ул Рельсовая, д. 5/1, 82.92272, 55.055274",23.0,Новосибирск
"Новосибирская область, 630004, г Новосибирск, ул Ленина, д. 50, 82.902688, 55.032841",23.0,Новосибирск
"Новосибирская область, 630029, г Новосибирск, ул Моторная, д. 20, Магазин ""Напитки для души"", 82.886051, 55.01835",23.0,Новосибирск
"Новосибирская область, 630133, г Новосибирск, ул Высоцкого, д. 1, 83.01221, 55.029833",23.0,Новосибирск
"Новосибирская область, 630133, г Новосибирск, ул Высоцкого, д. 1, 83.01221, 55.029833",23.0,Новосибирск
"Новосибирская область, 630052, г Новосибирск, ул Толмачевская, д. 19а, 2 этаж. Место работы: ул. Толмачевская, 15, 82.832673, 54.958245",23.0,Новосибирск
"Новосибирская область, 630132, г Новосибирск, ул Красноярская, д. 117, 82.899256, 55.040879",23.0,Новосибирск
"Новосибирская область, 630132, г Новосибирск, ул Красноярская, д. 117, 82.899256, 55.040879",23.0,Новосибирск
"Новосибирская область, 630027, г Новосибирск, ул Дунаевского, д. Дом  16, командировки в Ленинградскую область, 82.977976, 55.101339",23.0,Новосибирск
"Новосибирская область, 630091, г Новосибирск, ул Гоголя, д. 8, 82.915669, 55.041684",23.0,Новосибирск
"Новосибирская область, 630110, г Новосибирск, ул Богдана Хмельницкого, д. 53, 82.959749, 55.079153",23.0,Новосибирск
"Новосибирская область, 630051, г Новосибирск, ул Ползунова, д. 21/1, 82.993741, 55.066463",23.0,Новосибирск
"Новосибирская область, 630051, г Новосибирск, ул Ползунова, д. 21/1, 82.993741, 55.066463",23.0,Новосибирск
"Новосибирская область, 630051, г Новосибирск, ул Ползунова, д. 21/1, 82.993741, 55.066463",23.0,Новосибирск
"Новосибирская область, 630051, г Новосибирск, ул Ползунова, д. 21/1, 82.993741, 55.066463",23.0,Новосибирск
"Новосибирская область, 630051, г Новосибирск, ул Ползунова, д. 21/1, 82.993741, 55.066463",23.0,Новосибирск
"Новосибирская область, 630051, г Новосибирск, ул Ползунова, д. 21/1, 82.993741, 55.066463",23.0,Новосибирск
"Новосибирская область, 630051, г Новосибирск, ул Ползунова, д. 21/1, 82.993741, 55.066463",23.0,Новосибирск
"Новосибирская область, 630051, г Новосибирск, ул Ползунова, д. 21/1, 82.993741, 55.066463",23.0,Новосибирск
"Новосибирская область, 630051, г Новосибирск, ул Ползунова, д. 21/1, 82.993741, 55.066463",23.0,Новосибирск
"Новосибирская область, 630058, г Новосибирск, ул Тружеников, д. 16а, 83.048817, 54.849178",23.0,Новосибирск
"Новосибирская область, 630111, г Новосибирск, ул Кропоткина, д. 118, 82.928479, 55.054738",23.0,Новосибирск
"Новосибирская область, 630037, г Новосибирск, ул Маяковского, д. Дом  5, 83.098314, 54.970846",23.0,Новосибирск
"Новосибирская область, 630102, г Новосибирск, ул Кирова, д. 48, 82.940237, 55.017746",23.0,Новосибирск
"Новосибирская область, 630102, г Новосибирск, ул Кирова, д. 48, 82.940237, 55.017746",23.0,Новосибирск
"Новосибирская область, 630102, г Новосибирск, ул Кирова, д. 48, 82.940237, 55.017746",23.0,Новосибирск
"Новосибирская область, 632951, с Здвинск, р-н Здвинский, ул Калинина, д. Дом  41, 78.665802, 54.704232",9.0,Здвинский
"Новосибирская область, 630102, г Новосибирск, ул Кирова, д. 48, 82.940237, 55.017746",23.0,Новосибирск
"Новосибирская область, 630102, г Новосибирск, ул Кирова, д. 48, 82.940237, 55.017746",23.0,Новосибирск
"Новосибирская область, 633209, г Искитим, ул Пушкина, д. 91, 83.305843, 54.632072",11.0,Искитим
"Новосибирская область, 630082, г Новосибирск, ул Дуси Ковальчук, д. Дом  252, 82.906353, 55.056491",23.0,Новосибирск
"Новосибирская область, 630129, г Новосибирск, ул Курчатова, д. Дом  1, 3 этаж, 82.960692, 55.104311",23.0,Новосибирск
"Новосибирская область, 630102, г Новосибирск, ул Кирова, д. 48, 82.940237, 55.017746",23.0,Новосибирск
"Новосибирская область, 630110, г Новосибирск, ул Богдана Хмельницкого, д. Дом  41, 82.954161, 55.076241",23.0,Новосибирск
"Новосибирская область, 630102, г Новосибирск, ул Кирова, д. 48, 82.940237, 55.017746",23.0,Новосибирск
"Новосибирская область, 630064, г Новосибирск, пр-кт Карла Маркса, д. Дом  23, 82.900092, 54.985834",23.0,Новосибирск
"Новосибирская область, 630108, г Новосибирск, пл Труда, д. Дом  1, 82.869872, 54.99476",23.0,Новосибирск
"Новосибирская область, 632491, с Кочки, р-н Кочковский, 80.485007, 54.33445",16.0,Кочковский
"Новосибирская область, 633456, г Тогучин, р-н Тогучинский, ул Лапина, д. 21, 84.406908, 55.24081",31.0,Тогучинский
"Новосибирская область, 633456, г Тогучин, р-н Тогучинский, ул Лапина, д. 21, 84.406908, 55.24081",31.0,Тогучинский
"Новосибирская область, 630102, г Новосибирск, ул Кирова, д. 48, 82.940237, 55.017746",23.0,Новосибирск
"Новосибирская область, 630102, г Новосибирск, ул Кирова, д. Дом  48, 82.940237, 55.017746",23.0,Новосибирск
"Новосибирская область, 630108, г Новосибирск, пл Труда, д. Дом  1, 82.869872, 54.99476",23.0,Новосибирск
"Новосибирская область, 630108, г Новосибирск, пл Труда, д. Дом  1, 82.869872, 54.99476",23.0,Новосибирск
"Новосибирская область, 633009, г Бердск, ул Рогачева, д. Дом  1, 83.06116, 54.754916",5.0,Бердск
"Новосибирская область, 630090, г Новосибирск, пр-кт Морской, д. Дом  24, 83.105662, 54.839157",23.0,Новосибирск
"Новосибирская область, 630110, г Новосибирск, ул Богдана Хмельницкого, д. Дом  41, 82.954161, 55.076241",23.0,Новосибирск
"Новосибирская область, 633010, г Бердск, ул Ленина, д. Дом  69, 83.106578, 54.76007",5.0,Бердск
"Новосибирская область, 630009, г Новосибирск, ул Кирова, д. Дом  108, 82.952383, 55.012625",23.0,Новосибирск
"Новосибирская область, 630082, г Новосибирск, пр-кт Морской, д. Дом  24, 83.105662, 54.839157",23.0,Новосибирск
"Новосибирская область, 632334, г Барабинск, р-н Барабинский, ул Карла Маркса, д. Дом  122, 78.3393, 55.349849",2.0,Барабинский
"Новосибирская область, 630090, г Новосибирск, пр-кт Морской, д. Дом  24, 83.105662, 54.839157",23.0,Новосибирск
"Новосибирская область, 630102, г Новосибирск, ул Кирова, д. 48, 82.940237, 55.017746",23.0,Новосибирск
"Новосибирская область, 630099, г Новосибирск, ул Орджоникидзе, д. Дом  33, 82.925119, 55.031608",23.0,Новосибирск
"Новосибирская область, 632241, с Венгерово, р-н Венгеровский, ул Ленина, д. 63, 76.737667, 55.681163",7.0,Венгеровский
"Новосибирская область, 633261, рп Ордынское, р-н Ордынский, ул Мира, д. 43А, 81.904956, 54.365542",26.0,Ордынский
"Новосибирская область, 630037, г Новосибирск, ул Маяковского, д. Дом  5, 83.098314, 54.970846",23.0,Новосибирск
"Новосибирская область, 632334, г Барабинск, р-н Барабинский, ул Карла Маркса, д. Дом  122, 78.3393, 55.349849",2.0,Барабинский
"Новосибирская область, 632334, г Барабинск, р-н Барабинский, ул Карла Маркса, д. Дом  122, 78.3393, 55.349849",2.0,Барабинский
"Новосибирская область, 633180, с Скала, р-н Колыванский, д. 6, корп. А, ул.Молодежная, 82.762335, 55.380912",14.0,Колыванский
"Новосибирская область, 633180, с Скала, р-н Колыванский, д. 6, корп. А, ул.Молодежная, 82.762335, 55.380912",14.0,Колыванский
"Новосибирская область, 632450, с Довольное, р-н Доволенский, ул. Мичурина, 2, 79.659824, 54.495313",8.0,Доволенский
"Новосибирская область, 630064, г Новосибирск, пр-кт Карла Маркса, д. 23, 82.900092, 54.985834",23.0,Новосибирск
"Новосибирская область, 630129, г Новосибирск, ул Курчатова, д. Дом  1, офис 3 этаж, 82.960692, 55.104311",23.0,Новосибирск
"Новосибирская область, 630108, г Новосибирск, пл Труда, д. Дом  1, 82.869872, 54.99476",23.0,Новосибирск
"Новосибирская область, 630008, г Новосибирск, ул Кирова, д. 103, 82.950281, 55.015227",23.0,Новосибирск
"Новосибирская область, 630078, г Новосибирск, ул Выставочная, д. 8, 82.887273, 54.986144",23.0,Новосибирск
"Новосибирская область, 630078, г Новосибирск, ул Выставочная, д. 8, 82.887273, 54.986144",23.0,Новосибирск
"Новосибирская область, 630078, г Новосибирск, ул Выставочная, д. 8, 82.887273, 54.986144",23.0,Новосибирск
"Новосибирская область, 630078, г Новосибирск, ул Выставочная, д. 8, 82.887273, 54.986144",23.0,Новосибирск
"Новосибирская область, 630078, г Новосибирск, ул Выставочная, д. 8, 82.887273, 54.986144",23.0,Новосибирск
"Новосибирская область, 630047, г Новосибирск, ул Светлановская, д. 50/2, 82.928964, 55.079597",23.0,Новосибирск
"Новосибирская область, 630047, г Новосибирск, ул Светлановская, д. 50/2, 82.928964, 55.079597",23.0,Новосибирск
"Новосибирская область, 630083, г Новосибирск, ул Большевистская, д. 92, 82.965202, 54.992275",23.0,Новосибирск
"Новосибирская область, 630132, г Новосибирск, пр-кт Димитрова, д. 14/1, 82.912066, 55.033873",23.0,Новосибирск
"Новосибирская область, 630132, г Новосибирск, пр-кт Димитрова, д. 14/1, 82.912066, 55.033873",23.0,Новосибирск
"Новосибирская область, 630132, г Новосибирск, пр-кт Димитрова, д. 14/1, 82.912066, 55.033873",23.0,Новосибирск
"Новосибирская область, 630132, г Новосибирск, пр-кт Димитрова, д. 14/1, 82.912066, 55.033873",23.0,Новосибирск
"Новосибирская область, 630132, г Новосибирск, пр-кт Димитрова, д. 14/1, 82.912066, 55.033873",23.0,Новосибирск
"Новосибирская область, 630132, г Новосибирск, пр-кт Димитрова, д. 14/1, 82.912066, 55.033873",23.0,Новосибирск
"Новосибирская область, 630132, г Новосибирск, пр-кт Димитрова, д. 14/1, 82.912066, 55.033873",23.0,Новосибирск
"Новосибирская область, 630091, г Новосибирск, ул Фрунзе, д. 5, корп. 3, 82.916684, 55.036644",23.0,Новосибирск
"Новосибирская область, 630004, г Новосибирск, ул Дмитрия Шамшурина, д. 8, 82.901673, 55.031407",23.0,Новосибирск
"Новосибирская область, 630032, г Новосибирск, ул Большая, д. 256, офис 12, 82.873547, 55.006988",23.0,Новосибирск
"Новосибирская область, 630096, г Новосибирск, ул Станционная, д. Здание  30г, 82.82714, 55.008769",23.0,Новосибирск
"Новосибирская область, 630032, г Новосибирск, ул Большая, д. 256, офис 12, 82.873547, 55.006988",23.0,Новосибирск
"Новосибирская область, 630004, г Новосибирск, ул Дмитрия Шамшурина, д. 8, 82.901673, 55.031407",23.0,Новосибирск
"Новосибирская область, 630004, г Новосибирск, ул Дмитрия Шамшурина, д. 8, 82.901673, 55.031407",23.0,Новосибирск
"Новосибирская область, 630004, г Новосибирск, ул Дмитрия Шамшурина, д. 8, 82.901673, 55.031407",23.0,Новосибирск
"Новосибирская область, 630004, г Новосибирск, ул Дмитрия Шамшурина, д. 8, 82.901673, 55.031407",23.0,Новосибирск
"Новосибирская область, 630004, г Новосибирск, ул Дмитрия Шамшурина, д. 8, 82.901673, 55.031407",23.0,Новосибирск
"Новосибирская область, 630004, г Новосибирск, ул Дмитрия Шамшурина, д. 8, 82.901673, 55.031407",23.0,Новосибирск
"Новосибирская область, 630004, г Новосибирск, ул Дмитрия Шамшурина, д. 8, 82.901673, 55.031407",23.0,Новосибирск
"Новосибирская область, 630004, г Новосибирск, ул Дмитрия Шамшурина, д. 8, 82.901673, 55.031407",23.0,Новосибирск
"Новосибирская область, 630027, г Новосибирск, ул Богдана Хмельницкого, д. Дом  94, 82.977778, 55.089331",23.0,Новосибирск
"Новосибирская область, 630032, г Новосибирск, мкр Горский, д. Дом  66, 82.891953, 54.993159",23.0,Новосибирск
"Новосибирская область, 630007, г Новосибирск, ул Серебренниковская, д. Дом  20, Сбербанк, 82.92652, 55.024549",23.0,Новосибирск
"Новосибирская область, 633010, г Бердск, ул Островского, д. 69, корп. А, 83.105806, 54.755846",5.0,Бердск
"Новосибирская область, 630132, г Новосибирск, ул Челюскинцев, д. 50, 82.911581, 55.040802",23.0,Новосибирск
"Новосибирская область, 630132, г Новосибирск, ул Челюскинцев, д. 50, 82.911581, 55.040802",23.0,Новосибирск
"Новосибирская область, 633291, с Спирино, р-н Ордынский, База отдыха ""Усть-Алеус"", 81.556859, 54.134049",26.0,Ордынский
"Новосибирская область, 633291, с Спирино, р-н Ордынский, База отдыха ""Усть-Алеус"", 81.556859, 54.134049",26.0,Ордынский
"Новосибирская область, 630052, г Новосибирск, ш Толмачевское, д. 27, 82.81768, 54.963595",23.0,Новосибирск
"Новосибирская область, 630052, г Новосибирск, ш Толмачевское, д. 27, 82.81768, 54.963595",23.0,Новосибирск
"Новосибирская область, 630007, г Новосибирск, ул Коммунистическая, д. 48, 82.923502, 55.023263",23.0,Новосибирск
"Новосибирская область, 630099, г Новосибирск, ул Максима Горького, д. 104, 82.93173, 55.027949",23.0,Новосибирск
"Новосибирская область, 630007, г Новосибирск, ул Серебренниковская, д. 16, 82.926718, 55.02314",23.0,Новосибирск
"Новосибирская область, 630007, г Новосибирск, ул Серебренниковская, д. 16, 82.926718, 55.02314",23.0,Новосибирск
"Новосибирская область, 630096, г Новосибирск, ул Фасадная, д. 17, 82.819648, 54.987957",23.0,Новосибирск
"Новосибирская область, 630100, г Новосибирск, пер Пархоменко 2-й, д. 4, 82.873699, 54.990178",23.0,Новосибирск
"Новосибирская область, 630027, г Новосибирск, ул Богдана Хмельницкого, д. 102, 82.982144, 55.100232",23.0,Новосибирск
"Новосибирская область, 630027, г Новосибирск, ул Богдана Хмельницкого, д. 102, 82.982144, 55.100232",23.0,Новосибирск
"Новосибирская область, 630027, г Новосибирск, ул Богдана Хмельницкого, д. 102, 82.982144, 55.100232",23.0,Новосибирск
"Новосибирская область, 630032, г Новосибирск, ул Котовского, д. 10/1, 82.881164, 54.994181",23.0,Новосибирск
"Новосибирская область, 630132, г Новосибирск, ул Красноярская, д. 36, 82.901861, 55.040404",23.0,Новосибирск
"Новосибирская область, 630132, г Новосибирск, ул Красноярская, д. 36, 82.901861, 55.040404",23.0,Новосибирск
"Новосибирская область, 630132, г Новосибирск, ул Красноярская, д. 36, 82.901861, 55.040404",23.0,Новосибирск
"Новосибирская область, 630015, г Новосибирск, ул Промышленная, д. Дом  2А, 82.963863, 55.052938",23.0,Новосибирск
"Новосибирская область, 630015, г Новосибирск, ул Промышленная, д. 2а, 82.963863, 55.052938",23.0,Новосибирск
"Новосибирская область, 630015, г Новосибирск, ул Промышленная, д. 2а, 82.963863, 55.052938",23.0,Новосибирск
"Новосибирская область, 630015, г Новосибирск, ул Промышленная, д. 2а, 82.963863, 55.052938",23.0,Новосибирск
"Новосибирская область, 630015, г Новосибирск, ул Промышленная, д. 2а, 82.963863, 55.052938",23.0,Новосибирск
"Новосибирская область, 630091, г Новосибирск, пр-кт Красный, д. 48, 82.920097, 55.0341",23.0,Новосибирск
"Новосибирская область, 633204, г Искитим, пр-кт Юбилейный, д. 1, корп. в, 83.292494, 54.611653",11.0,Искитим
"Новосибирская область, 633204, г Искитим, пр-кт Юбилейный, д. 1, корп. в, 83.292494, 54.611653",11.0,Искитим
"Новосибирская область, 630037, г Новосибирск, ул Маяковского, д. Дом  4, 83.095215, 54.971853",23.0,Новосибирск
"Новосибирская область, 630025, г Новосибирск, ул Аксенова, д. 48, 83.059426, 54.966101",23.0,Новосибирск
"Новосибирская область, 630099, г Новосибирск, ул Ядринцевская, д. 73, корп. 1, офис 204, 82.935836, 55.034626",23.0,Новосибирск
"Новосибирская область, 630099, г Новосибирск, ул Ядринцевская, д. 73, корп. 1, офис 204, 82.935836, 55.034626",23.0,Новосибирск
"Новосибирская область, 630099, г Новосибирск, ул Ядринцевская, д. 73, корп. 1, офис 204, 82.935836, 55.034626",23.0,Новосибирск
"Новосибирская область, 630099, г Новосибирск, ул Ядринцевская, д. 73, корп. 1, офис 204, 82.935836, 55.034626",23.0,Новосибирск
"Новосибирская область, 630099, г Новосибирск, ул Ядринцевская, д. 73, корп. 1, офис 204, 82.935836, 55.034626",23.0,Новосибирск
"Новосибирская область, 633204, г Искитим, пр-кт Юбилейный, д. 2, офис 1, 83.289574, 54.612065",11.0,Искитим
"Новосибирская область, 633204, г Искитим, пр-кт Юбилейный, д. 2, офис 1, 83.289574, 54.612065",11.0,Искитим
"Новосибирская область, 633204, г Искитим, пр-кт Юбилейный, д. 2, офис 1, 83.289574, 54.612065",11.0,Искитим
"Новосибирская область, 633204, г Искитим, пр-кт Юбилейный, д. 2, офис 1, 83.289574, 54.612065",11.0,Искитим
"Новосибирская область, 630099, г Новосибирск, ул Ленина, д. 7, 82.914752, 55.029054",23.0,Новосибирск
"Новосибирская область, 630099, г Новосибирск, ул Ленина, д. 7, 82.914752, 55.029054",23.0,Новосибирск
"Новосибирская область, 630099, г Новосибирск, ул Ядринцевская, д. Дом  68/1, офис 206, 82.927706, 55.033527",23.0,Новосибирск
"Новосибирская область, 632563, р-н Чулымский, с. Чикман, ул. Школьная, д.10, 81.340473, 54.774743",37.0,Чулымский
"Новосибирская область, г Барабинск, р-н Барабинский, ул Луначарского, д. 2в, 78.388231, 55.352429",2.0,Барабинский
"Новосибирская область, г Барабинск, р-н Барабинский, ул Луначарского, д. 2в, 78.388231, 55.352429",2.0,Барабинский
"Новосибирская область, г Барабинск, р-н Барабинский, ул Луначарского, д. 2в, 78.388231, 55.352429",2.0,Барабинский
"Новосибирская область, 633228, д Ургун, р-н Искитимский, ул Школьная, д. 7, 83.425516, 54.50154",10.0,Искитимский
"Новосибирская область, 633228, д Ургун, р-н Искитимский, ул Школьная, д. 7, 83.425516, 54.50154",10.0,Искитимский
"Новосибирская область, 633228, д Ургун, р-н Искитимский, ул Школьная, д. 7, 83.425516, 54.50154",10.0,Искитимский
"Новосибирская область, 632588, п Михайловский, р-н Чулымский, ул Новая, д. 1, 80.960458, 54.585611",37.0,Чулымский
